,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_leaf_nodes,param_n_estimators,params,split0_test_explained_variance,mean_test_explained_variance,std_test_explained_variance,rank_test_explained_variance,split0_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
85,162.51326537132263,0.0,0.15736150741577148,0.0,11,900,"{'max_leaf_nodes': 11, 'n_estimators': 900}",0.34412633422912464,0.34412633422912464,0.0,713,-0.20389309531858338,-0.20389309531858338,0.0,383,-0.06125110317811746,-0.06125110317811746,0.0,357
86,160.78979921340942,0.0,0.15980052947998047,0.0,11,920,"{'max_leaf_nodes': 11, 'n_estimators': 920}",0.3442714981715025,0.3442714981715025,0.0,695,-0.20384538097232802,-0.20384538097232802,0.0,360,-0.06123914929689873,-0.06123914929689873,0.0,347
87,163.2220582962036,0.0,0.16097617149353027,0.0,11,940,"{'max_leaf_nodes': 11, 'n_estimators': 940}",0.34401419866303573,0.34401419866303573,0.0,720,-0.20391563945142,-0.20391563945142,0.0,391,-0.061268939757192616,-0.061268939757192616,0.0,371
88,167.8680214881897,0.0,0.16845941543579102,0.0,11,960,"{'max_leaf_nodes': 11, 'n_estimators': 960}",0.3442964149116581,0.3442964149116581,0.0,691,-0.20390216639072078,-0.20390216639072078,0.0,388,-0.06127246262126293,-0.06127246262126293,0.0,374
89,170.41247963905334,0.0,0.16849803924560547,0.0,11,980,"{'max_leaf_nodes': 11, 'n_estimators': 980}",0.34425643470752143,0.34425643470752143,0.0,697,-0.20387941925925304,-0.20387941925925304,0.0,375,-0.061257399962540975,-0.061257399962540975,0.0,361
90,24.35442328453064,0.0,0.027184486389160156,0.0,21,100,"{'max_leaf_nodes': 21, 'n_estimators': 100}",0.353678446974369,0.353678446974369,0.0,586,-0.20153325739276687,-0.20153325739276687,0.0,210,-0.060302223606627736,-0.060302223606627736,0.0,208
91,28.922276258468628,0.0,0.03184986114501953,0.0,21,120,"{'max_leaf_nodes': 21, 'n_estimators': 120}",0.35187657238019776,0.35187657238019776,0.0,603,-0.20208882707976686,-0.20208882707976686,0.0,247,-0.06062343398674086,-0.06062343398674086,0.0,245
92,33.69022274017334,0.0,0.03509640693664551,0.0,21,140,"{'max_leaf_nodes': 21, 'n_estimators': 140}",0.3523104574872338,0.3523104574872338,0.0,594,-0.2015697417488659,-0.2015697417488659,0.0,211,-0.06037265695268028,-0.06037265695268028,0.0,211
93,38.6194384098053,0.0,0.03860116004943848,0.0,21,160,"{'max_leaf_nodes': 21, 'n_estimators': 160}",0.3514391812977652,0.3514391812977652,0.0,622,-0.2024017368996955,-0.2024017368996955,0.0,274,-0.060861146067713714,-0.060861146067713714,0.0,286
94,43.06850981712341,0.0,0.039997100830078125,0.0,21,180,"{'max_leaf_nodes': 21, 'n_estimators': 180}",0.3522190397611603,0.3522190397611603,0.0,596,-0.2019431604669218,-0.2019431604669218,0.0,234,-0.060576633391349666,-0.060576633391349666,0.0,239
